0,업종,상호명,시도,구,도로명,주소,x,y
462,마트·편의점,성일상회,대구,북구,칠성시장로3길,3(칠성동1가),128.604791,35.8747278
463,마트·편의점,성주상회,대구,북구,매천로18길,34(매천동),128.5432494,35.90086265
464,마트·편의점,성주상회,대구,북구,칠성시장로,28(칠성동1가),128.604501,35.87697957
465,마트·편의점,성주유통,대구,북구,매천로18길,34농수산물관련상가A-44호(매천동),128.5432494,35.90086265
466,마트·편의점,성주회상회,대구,북구,칠성남로,221(칠성동1가),128.6046877,35.87645054
467,마트·편의점,성진고기마트,대구,북구,태전로,"15다동1층119호,120호(태전동)",128.5449078,35.92166388
468,마트·편의점,성진상사,대구,북구,칠성남로,"225-1,1층(칠성동1가)",128.60499,35.87638144
469,마트·편의점,성진상회,대구,북구,매천로18길,34상가A-51호(매천동),128.5432494,35.90086265
470,마트·편의점,성진영농조합법인,대구,북구,태전로,117(태전동),128.5395064,35.92989663
471,마트·편의점,성진축산,대구,북구,내곡로,"75,1층106호(사수동)",128.5117194,35.90165839
472,마트·편의점,성하한우축산,대구,북구,서변로,107(서변동),128.5965974,35.92542404
